Sr No.,Is_Transition,Is_Appraisal_Driven,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Set,expectation,dataset,Moment_Utterance_ID
5236,1,1,"No. Man I don't wanna have to have Joey with me every time I wanna descent cup of coffee. Ya know, and I don't wanna spend the rest of my life drinking cappucino with a 'K'. I say you and I go back down there and stand up to those guys.",Ross,Mad,253,10,trn,"Ross expected Chandler to understand his frustration and agree to confront the coffee house situation with him, rather than relying on Joey's presence for a good cup of coffee.",EmoryNLP,8.0
5237,1,1,"Alright, hang on a second there Custer.",Chandler,Neutral,253,11,trn,Chandler was expecting Ross to agree with Joey's suggestion to wait until after the christening to go to the coffee house together. Chandler likely anticipated a compliant or non-confrontational response from Ross.,EmoryNLP,9.0
5238,1,1,"Yeah really, Ross, have you ever been beaten up before?",Joey,Neutral,253,12,trn,Joey expected Chandler and Ross to be cautious and not rush into confronting the guys at the coffee house without considering the potential consequences.,EmoryNLP,6.0
5239,1,1,"Yeah, sure.",Ross,Neutral,253,13,trn,Ross expected Chandler to support his idea of confronting the coffee house guys without hesitation or concern.,EmoryNLP,10.0
5240,1,1,By someone besides Monica?,Joey,Scared,253,14,trn,"Joey expected that Ross had not been beaten up before, especially not by anyone more serious or intimidating than his sister Monica, implying a lack of real fighting experience.",EmoryNLP,12.0
5241,1,1,"No. So what. So what if we get beaten up, maybe that's just something every man has to go through once in his life. Ya know, like a, like a right of passage or somethin'.",Ross,Scared,253,15,trn,"Ross was expecting Joey to acknowledge that being beaten up by someone besides Monica was a common or possible experience for a man, but when Joey implied it was not, Ross reframed it as a rite of passage to justify the idea of facing them.",EmoryNLP,13.0
5242,1,1,"Well, couldn't we just lose our virginities again? Ya know, because I think actually mine's growing back.",Chandler,Joyful,253,16,trn,"Chandler was expecting Ross to answer affirmatively, indicating he had been beaten up by someone other than Monica.",EmoryNLP,11.0
5243,0,0,"God, that was, that was amazing, that was incredible. You guys, you guys kicked butt.",Ross,Joyful,254,0,trn,,EmoryNLP,
5244,0,0,"Us, what about you guys? Man you really, bing, gave it to old Mr. Clean back there. He was a big guy.",Little Bully,Joyful,254,1,trn,,EmoryNLP,
5245,1,1,Yeah he was wasn't he.,Ross,Neutral,254,2,trn,Ross hoped for acknowledgment or praise for his actions during the encounter with Mr. Clean.,EmoryNLP,0.0
5246,0,0,"Yeah, I wouldn't know having missed everything.",Chandler,Sad,254,3,trn,,EmoryNLP,
5247,0,0,Don't do that to yourself. Any one of us could have tripped over that little girls jump-rope.,Big Bully,Scared,254,4,trn,,EmoryNLP,
5248,1,1,"So, listen guys, are we uh, are we ok here?",Ross,Scared,254,5,trn,Ross hoped that the response from Big Bully would indicate forgiveness or reconciliation after any previous tension or misunderstanding.,EmoryNLP,2.0
5249,1,1,We're ok.,Little Bully,Neutral,254,6,trn,"Little Bully expected that by downplaying the incident and emphasizing that it could have happened to anyone, the tension would be defused, leading to a resolution where they all felt okay about the situation.",EmoryNLP,1.0
5250,1,1,Alright.,Ross,Neutral,254,7,trn,Ross was hoping for reassurance that there were no hard feelings or unresolved tensions between them after the earlier confrontation.,EmoryNLP,5.0
5251,1,1,"Ok so, can I have my hat back?",Chandler,Joyful,254,8,trn,Chandler expected Ross to retrieve or facilitate the return of his hat after confirming that everything was alright between them and the bullies.,EmoryNLP,3.0
5252,1,1,No.,Little Bully,Mad,254,9,trn,Little Bully expected that the conversation would end amicably or without further demands after saying 'Alright.'.,EmoryNLP,6.0
5253,1,1,Huh.,Chandler,Neutral,254,10,trn,Chandler expected to get his hat back after asking for it.,EmoryNLP,8.0
5254,0,0,"So, I'll get candles and my mom's lace tablecloth, and since it's Rachel's birthday, I mean, we want it to be special, I thought I'd poach a salmon.",Monica,Neutral,255,0,trn,,EmoryNLP,
5255,0,0,Ohhh.,#ALL#,Mad,255,1,trn,,EmoryNLP,
5256,0,0,What?,Monica,Neutral,255,2,trn,,EmoryNLP,
5257,0,0,Question. Why do we always have to have parties where you poach things?,Ross,Neutral,255,3,trn,,EmoryNLP,
5258,1,1,You wanna be in charge of the food committee?,Monica,Scared,255,4,trn,Monica hoped that Ross and the others would be supportive or neutral about her plan to poach a salmon for the party.,EmoryNLP,2.0
5259,0,0,Question two. Why do we always have to have parties with committees?,Ross,Neutral,255,5,trn,,EmoryNLP,
5260,0,0,Really. Why can't we just get some pizzas and get some beers and have fun?,Joey,Neutral,255,6,trn,,EmoryNLP,
5261,0,0,Yeah.,Ross,Neutral,255,7,trn,,EmoryNLP,
5262,0,0,"Yeah, I agree. Ya know, I think fancy parties are only fun if you're fancy on the inside and I'm just not sure we are.",Phoebe,Neutral,255,8,trn,,EmoryNLP,
5263,1,1,"Alright. If you guys don't want it to be special, fine. You can throw any kind of party you want.",Monica,Mad,255,9,trn,Monica hoped that the group would agree with her idea of making the party special and fancy.,EmoryNLP,4.0
5264,0,0,"Joey they're not real. I start miles beneath the surface of these things, ok, they're fake. See honk honk.",Monica,Mad,255,10,trn,,EmoryNLP,
5265,0,0,"Wow, it's, it's like porno for clowns.",Chandler,Joyful,255,11,trn,,EmoryNLP,
5266,0,0,"I talked to Rachel's sisters, neither of them can come.",Ross,Neutral,256,0,trn,,EmoryNLP,
5267,0,0,"Ok, um so, I still have to invite Dillon and Emma and Shannon Cooper.",Monica,Neutral,256,1,trn,,EmoryNLP,
5268,0,0,"Woah, woah, woah, uh, no Shannon Cooper.",Joey,Powerful,256,2,trn,,EmoryNLP,
5269,0,0,Why not her?,Phoebe,Neutral,256,3,trn,,EmoryNLP,
5270,1,1,"Cause she uh, she steals stuff.",Joey,Neutral,256,4,trn,"Joey expected that the mention of Shannon Cooper would be met with agreement not to invite her, due to her reputation for stealing.",EmoryNLP,2.0
5271,0,0,Or maybe she doesn't steal stuff and Joey just slept with her and never called her back.,Chandler,Mad,256,5,trn,,EmoryNLP,
5272,1,1,Joey that is horriable.,Monica,Mad,256,6,trn,"Monica expected that Joey had a legitimate reason for not wanting Shannon Cooper invited, possibly believing Joey's claim that she steals.",EmoryNLP,1.0
5273,1,1,"Hey I liked her, alright. Maybe, maybe too much. I don't know I guess I just got scared.",Joey,Scared,256,7,trn,Joey expected understanding or sympathy for his behavior by revealing his emotional vulnerability and fear regarding his feelings for Shannon.,EmoryNLP,4.0
5274,1,1,"I'm sorry, I didn't know.",Phoebe,Sad,256,8,trn,"Phoebe expected Joey to provide a justification for his actions that would align with her negative judgment, or to defend his actions after Monica called them horrible.",EmoryNLP,3.0
5275,1,1,"I didn't think anyone'd buy that, ok.",Joey,Neutral,256,9,trn,Joey hoped Phoebe and the others would believe his explanation that he got scared because he liked Shannon too much.,EmoryNLP,7.0
5276,1,1,"Hi honey, how did it go?",Ross,Joyful,256,10,trn,Ross hoped Joey would accept his apology and was trying to change the subject or lighten the mood.,EmoryNLP,0.0
5277,0,0,"Agh, it was the graduation from hell.",Rachel,Mad,256,11,trn,,EmoryNLP,
5278,1,1,"Ya know, my cousin went to hell on a football scholarship.",Chandler,Joyful,256,12,trn,Chandler was expecting Rachel to have had a positive or at least neutral experience at the graduation.,EmoryNLP,5.0
5279,0,0,"Ya know, I mean this is supposed to be a joyous occasion. My sister's graduating from college, nobody thought she would. It's a true testament to what a girl from long island would do for a Celica.",Rachel,Mad,256,13,trn,,EmoryNLP,
5280,1,1,So what happened?,Monica,Neutral,256,14,trn,Monica expected Rachel to explain why the graduation was described as 'from hell' despite being a joyous occasion.,EmoryNLP,6.0
5281,0,0,"My parents happened. All they had to do was sit in the same stadium, smile proudly, and not talk about the divorce. But nooo, they got into a huge fight in the middle of the commencement address. Bishop Tutu actually had to stop and shush them. But you know what, you know what the good news is? I get to serve coffee for the next 8 hours.",Rachel,Mad,256,15,trn,,EmoryNLP,
5282,1,1,"Ok, so I guess we don't invite her parents.",Phoebe,Neutral,256,16,trn,"Phoebe expected that Rachel would recount a typical or minor issue at the graduation, not a major disruption caused by her parents.",EmoryNLP,8.0
5283,0,0,"Well, how bout just her mom?",Monica,Neutral,256,17,trn,,EmoryNLP,
5284,1,1,Why her mom?,Chandler,Scared,256,18,trn,Chandler expected that neither of Rachel's parents would be invited after the incident at the graduation.,EmoryNLP,12.0
5285,0,0,Cause I already invited her.,Monica,Neutral,256,19,trn,,EmoryNLP,
5286,0,0,"Ooh, ooh, did you ask Stacy Roth?",Phoebe,Neutral,256,20,trn,,EmoryNLP,
5287,1,1,"Oh no, can't invite her. She also steals.",Joey,Scared,256,21,trn,Joey expected Phoebe to realize that Stacy Roth should not be invited due to her stealing.,EmoryNLP,9.0
5288,0,0,"Ok, ok, you can be shirts and I'll be skins. I'll be skins. Hey, how you holdin' up there, tiger? Oh, sorry, when my parents were getting divorced I got a lot of tigers. Got a lot of champs, chiefs, sports, I even got a governor.",Chandler,Joyful,257,0,trn,,EmoryNLP,
5289,0,0,"This is it, isn't it? I mean, this is what my life is gonna be like. My mom there, my dad there. Thanksgiving, Christmas. She gets the house, he's in some condo my sister's gonna decorate with wicker. Oh, Chandler how did you get through this?",Rachel,Sad,257,1,trn,,EmoryNLP,
5290,1,1,"Well, I relied on a carefully regimented program of denial and, and wetting the bed.",Chandler,Neutral,257,2,trn,"Chandler expected that Rachel might relate to his experience of receiving empty reassurances during his parents' divorce, and he anticipated a shared understanding or acknowledgment of the emotional impact of such comments.",EmoryNLP,0.0
5291,0,0,"Ya know, I just, so weird. I mean I was in there just listening to them bitch about each other and all I kept thinking about was the fourth of July.",Rachel,Sad,257,3,trn,,EmoryNLP,
5292,0,0,Becasue it reminded you of the way our forefathers used to bitch at each other?,Chandler,Neutral,257,4,trn,,EmoryNLP,
5293,1,1,"It's just this thing. Every year we would go out on my dad's boat and watch the fireworks. Mom always hated it because the ocean air made her hair all big. My sister Jill would be throwing up over the side and my dad would be upset becasue nobody was helping and then when we did help he would scream at us for doing it wrong. But then when the fireworks started, everybody just shut up, you know, and it'd get really cold, and we would all just sort of smush under this one blanket. It never occured to anybody to bring another one. And now it's just...",Rachel,Peaceful,257,5,trn,"Rachel was hoping that despite the chaos and dysfunction, there would be a moment of togetherness and peace, similar to what she experienced during the Fourth of July with her family.",EmoryNLP,3.0
5294,1,1,"I, I know.",Chandler,Peaceful,257,6,trn,"Chandler expected Rachel to respond humorously to his joke about the forefathers, perhaps by laughing or continuing the banter, but instead she shared a personal, emotional memory.",EmoryNLP,4.0
5295,0,0,"Ok, thanks for coming, I hope you guys had fun.",Monica,Peaceful,258,0,trn,,EmoryNLP,
5296,0,0,"Alright, Monica dear, I'm gonna hit the road. Now I've left my 10 verbs on the table. And you be sure and send me that finished poem.",Sandra Green,Peaceful,258,1,trn,,EmoryNLP,
5297,1,1,Ok will do. So glad you came.,Monica,Joyful,258,2,trn,Monica hoped that Sandra and the others had enjoyed themselves during the visit and expected to follow up by sending Sandra the finished poem.,EmoryNLP,0.0
5298,1,1,I think I saw Rachel out in the hall.,Sandra Green,Neutral,258,3,trn,"Sandra Green was expecting Monica to acknowledge her departure and perhaps mention the poem or express gratitude, but she also expected to see Rachel before leaving.",EmoryNLP,1.0
5299,1,1,"Ok, let me go check. Your mom want's to say goodbye.",Monica,Neutral,258,4,trn,"Monica expected that Sandra Green would leave after saying goodbye, and she thought that she had already fulfilled all necessary goodbyes and interactions, not anticipating having to find Rachel for a goodbye.",EmoryNLP,2.0
5300,0,0,Oh ok.,Rachel,Neutral,258,5,trn,,EmoryNLP,
5301,1,1,Happy birthday sweetie.,Sandra Green,Joyful,258,6,trn,Sandra Green expected Rachel to respond with more enthusiasm or acknowledgment after being told her mom wanted to say goodbye.,EmoryNLP,3.0
5302,1,1,Ok.,Rachel,Powerful,258,7,trn,"Rachel was expecting a more personal or affectionate farewell from her mother, Sandra Green, rather than just 'Happy birthday sweetie.'",EmoryNLP,5.0
5303,0,0,"Ahh, you drive safe.",Joey,Peaceful,258,8,trn,,EmoryNLP,
5304,1,1,"Ross, what're you doing.",Sandra Green,Neutral,258,9,trn,"Sandra Green expected Ross to be either saying goodbye or not interfering with her departure, rather than engaging in unexpected or inappropriate actions.",EmoryNLP,6.0
5305,0,0,I'm getting ready for the water skiing. How are you doing?,Ross,Peaceful,258,10,trn,,EmoryNLP,
5306,0,0,"Well, uh, Dr. Greene, where are you going?",Chandler,Scared,258,11,trn,,EmoryNLP,
5307,0,0,To get my coat.,Leonard Green,Neutral,258,12,trn,,EmoryNLP,
5308,0,0,No no no.,Guys,Scared,258,13,trn,,EmoryNLP,
5309,1,1,"Alright, alright, I can get my own coat.",Leonard Green,Powerful,258,14,trn,Leonard Green expected someone to assist him in getting his coat.,EmoryNLP,12.0
5310,1,1,"Sorry, we're on a major flan high.",Chandler,Joyful,258,15,trn,"Chandler was expecting Leonard Green to stay and not leave to get his coat, possibly to continue socializing or to prevent an awkward situation.",EmoryNLP,11.0
5311,0,0,"Oh no, you're not supposed to be here. This is the staging area, you should, it's all wrong, you should leave, ya know, get out. Or perhaps you'd like a creme d'menthe.",Phoebe,Scared,258,16,trn,,EmoryNLP,
5312,0,0,"I have to be heading to my chateau, thank you.",Leonard Green,Powerful,258,17,trn,,EmoryNLP,
5313,0,0,"Oh all right, then I guess we're going back into the hallway.",Phoebe,Scared,258,18,trn,,EmoryNLP,
5314,0,0,"Thanks for coming Mrs. Greene. Well, ok, you take care.",Joey,Peaceful,258,19,trn,,EmoryNLP,
5315,1,1,"Oh, you kids Well, this is the best party I've been to in years.",Sandra Green,Joyful,258,20,trn,"Sandra Green likely expected a brief farewell or acknowledgment from the group after saying 'Oh all right, then I guess we're going back into the hallway.' She may have anticipated a quick goodbye or acknowledgment that her departure was noted.",EmoryNLP,9.0
5316,1,1,Thank you.,Monica,Peaceful,258,21,trn,Monica hoped Sandra would express gratitude or a positive sentiment about the party.,EmoryNLP,4.0
5317,0,0,"Hey Joey, how'd the audition go?",Rachel,Neutral,259,0,trn,,EmoryNLP,
5318,0,0,Incredible! I met the director this time and you'll never believe who it was.,Joey,Joyful,259,1,trn,,EmoryNLP,
5319,0,0,Who?,#ALL#,Neutral,259,2,trn,,EmoryNLP,
5320,1,1,All right. I'll give you one hint. Warren Beatty.,Joey,Neutral,259,3,trn,Joey expected #ALL# to be curious and eager to guess or ask who the director was.,EmoryNLP,1.0
5321,1,1,Wow!,#ALL#,Joyful,259,4,trn,#ALL# was expecting to hear the name of a famous and notable person.,EmoryNLP,2.0
5322,1,1,"Yeah, there's just one thing that might be kind've a problem. See, I, uh, had to kiss this guy.",Joey,Scared,259,5,trn,Joey expected #ALL# to be impressed and excited about meeting Warren Beatty and possibly anticipated a positive reaction without any drawbacks being considered.,EmoryNLP,3.0
5323,0,0,'Cause he was just so darn cute.,Chandler,Joyful,259,6,trn,,EmoryNLP,
5324,1,1,"No, as part of the audition. See, I'm up for this part of this guy, who the main guy kisses.",Joey,Neutral,259,7,trn,"Joey expected his friends to understand that the kiss was a professional requirement for the audition, not a personal choice.",EmoryNLP,5.0
5325,0,0,"Well, hey. You're an actor, I say you just suck it up and do it. Or you just do it.",Ross,Peaceful,259,8,trn,,EmoryNLP,
5326,1,1,"I did do it, I'm a professional.",Joey,Peaceful,259,9,trn,"Joey was expecting understanding or support for his professionalism and willingness to perform the role, even though it involved kissing another man for the audition.",EmoryNLP,7.0
5327,0,0,Then what's the problem?,Monica,Mad,259,10,trn,,EmoryNLP,
5328,1,1,"See after the scene, Mr. Beatty comes up to me and says 'good actor, bad kisser'. Can you believe that, me not a good kisser, that's like, like Mother Theresa, not a good mother.",Joey,Mad,259,11,trn,"Joey expected to be praised or receive positive feedback for his professionalism and kissing ability after stating 'I did do it, I'm a professional.'",EmoryNLP,9.0
5329,0,0,"Well, come on, who cares what that guy thinks. What does Warren Beatty know about kissing Ooh.",Phoebe,Peaceful,259,12,trn,,EmoryNLP,
5330,0,0,"Hey, what did your agent say?",Chandler,Neutral,260,0,trn,,EmoryNLP,
5331,0,0,"Yep, this kiss thing is defiantly a problem, Mr. Beatty wants to see it again on Monday. Man, I gotta figure out what I'm doing wrong. Oh, okay, one of you girls come over here and kiss me.",Joey,Sad,260,1,trn,,EmoryNLP,
5332,0,0,"What, forget it!",Monica,Mad,260,2,trn,,EmoryNLP,
5333,0,0,"Yeah, right.",Rachel,Mad,260,3,trn,,EmoryNLP,
5334,0,0,"Come on, I need your help here.",Joey,Sad,260,4,trn,,EmoryNLP,
5335,0,0,"All right. I'll do it, I kissed him before I can do it again.",Phoebe,Joyful,260,5,trn,,EmoryNLP,
5336,1,1,"You see this, this is a friend.",Joey,Neutral,260,6,trn,Joey hoped one of his friends would agree to help him by practicing the kiss.,EmoryNLP,4.0
5337,0,0,"Uh-huh, let's go. Oh, wait I have gum. Okay. Good, very good, firm but tender. I'd recommend you to a friend.",Phoebe,Joyful,260,7,trn,,EmoryNLP,
5338,1,1,Then I don't know what it is. What's the problem?,Joey,Sad,260,8,trn,Joey expected Phoebe's feedback to identify what he was doing wrong with the kiss.,EmoryNLP,6.0
5339,1,1,"Joey, you know, maybe your just not used to kissing men, maybe you just tensed up a little, maybe that's what you need to work on.",Monica,Peaceful,260,9,trn,"Monica expected Joey to have gained confidence or insight from Phoebe's positive feedback on his kissing, reducing his anxiety about the issue.",EmoryNLP,2.0
5340,1,1,"Yeah, that makes sense.",Joey,Joyful,260,10,trn,"Joey was expecting an explanation or feedback on what might be wrong with his kissing technique, hoping for insight or advice on how to improve.",EmoryNLP,8.0
5341,0,0,Over my dead body!,Ross,Mad,260,11,trn,,EmoryNLP,
5342,0,0,And I'll be using his dead body as a shield.,Chandler,Neutral,260,12,trn,,EmoryNLP,
5343,0,0,"Where's Benny? There he is! Where's Benny, there he is.",Monica,Joyful,261,0,trn,,EmoryNLP,
5344,0,0,"Awww! You know that's probably why babies learn to talk, so they can tell grown ups to cut it out.",Richard Burke,Joyful,261,1,trn,,EmoryNLP,
5345,1,1,"Hey, you know I got a question for ya. Just a little thing, no pressure.",Monica,Neutral,261,2,trn,"Monica expected Richard to find her interaction with Benny entertaining or cute, and possibly to receive a positive or playful response.",EmoryNLP,0.0
5346,1,1,Okay.,Richard Burke,Neutral,261,3,trn,"Richard Burke was likely expecting Monica to continue with a light or humorous conversation about the baby, given his playful comment about babies learning to talk.",EmoryNLP,1.0
5347,1,1,"Did you ever, uh, like, think about the future?",Monica,Scared,261,4,trn,Monica hoped Richard would engage in a conversation about their future together or express thoughts on long-term commitment.,EmoryNLP,2.0
5348,1,1,Sure I do.,Richard Burke,Peaceful,261,5,trn,Richard Burke expected Monica to ask a casual or light-hearted question after saying 'Okay.',EmoryNLP,3.0
5349,0,0,"Yeah, am I in it?",Monica,Scared,261,6,trn,,EmoryNLP,
5350,0,0,"Honey, you are in it.",Richard Burke,Peaceful,261,7,trn,,EmoryNLP,
5351,1,1,"Oh God, you are about to get sooo lucky.",Monica,Joyful,261,8,trn,Monica was hoping that Richard Burke saw her as part of his future.,EmoryNLP,6.0
5352,1,1,"Oh, yeah!",Richard Burke,Joyful,261,9,trn,"Richard Burke was expecting a positive and intimate response from Monica, possibly leading to a romantic or affectionate moment.",EmoryNLP,7.0
5353,0,0,Keep talkin'.,Monica,Joyful,261,10,trn,,EmoryNLP,
5354,0,0,"Well, uh, sometimes I think about selling my practice, we could move to France, make French toast.",Richard Burke,Joyful,261,11,trn,,EmoryNLP,
5355,1,1,"Okay, so, uh, we're in France, we're making the toast. Do you see a little bassinet in the corner?",Monica,Scared,261,12,trn,"Monica was expecting Richard to mention children or starting a family in his vision of their future, as indicated by her follow-up question about seeing a bassinet.",EmoryNLP,10.0
5356,0,0,Like a hound?,Richard Burke,Joyful,261,13,trn,,EmoryNLP,
5357,1,1,"Not a basset, a bassinet.",Monica,Mad,261,14,trn,Monica hoped Richard would envision a future with a baby (bassinet) in the scenario she described.,EmoryNLP,12.0
5358,1,1,You really need the bassinet?,Richard Burke,Scared,261,15,trn,"Richard Burke was expecting Monica to be talking about a basset hound, not a bassinet for a baby.",EmoryNLP,13.0
5359,1,1,"Well, I just think the baby would keep falling off the dog. Do you, uh, do you , do you not see kids in our future.",Monica,Scared,261,16,trn,"Monica expected Richard Burke to understand that she was talking about having a baby in their future, and hoped he would share the same vision of having children together.",EmoryNLP,14.0
5360,1,1,"Oh, hey. I love children, I have children. I just don't want to be 70 when our kids go off to college, and our lives can finally start.",Richard Burke,Sad,261,17,trn,Richard Burke was hoping that Monica would be content with a future together that did not involve having more children.,EmoryNLP,15.0
5361,1,1,Uh-huh.,Monica,Sad,261,18,trn,Monica hoped Richard would express a desire to have children with her in the future.,EmoryNLP,16.0
5362,1,1,"Look I want you, now.",Richard Burke,Peaceful,261,19,trn,"Richard Burke was hoping that Monica would understand and accept his perspective on not wanting more children, while still being committed to their relationship.",EmoryNLP,17.0
5363,1,1,"That's Great. You know we don't need to talk about this now. Really, I mean this is, is so way, way, way, in the future, I'm talkin' hovercrafts and apes taking over the planet.",Monica,Scared,261,20,trn,Monica hoped Richard would express a desire to have children with her in the future.,EmoryNLP,18.0
5364,0,0,"Hey, there.",Ross,Neutral,262,0,trn,,EmoryNLP,
5365,0,0,Hi.,Rachel,Neutral,262,1,trn,,EmoryNLP,
5366,1,1,Are you all right?,Ross,Peaceful,262,2,trn,"Ross was expecting a more enthusiastic or engaged response from Rachel after saying 'Hey, there.'.",EmoryNLP,0.0
5367,1,1,"Yeah, when I was in the bathroom I saw the window that I crawled out of at my wedding, and God, I just started thinking that I shouldn't be here, you know I shouldn't, people are going to be looking at me and judging me and, and thinking about the last time.",Rachel,Scared,262,3,trn,"Rachel was expecting reassurance or understanding from Ross after saying 'Hi,' as she was feeling self-conscious and worried about being judged due to past events.",EmoryNLP,1.0
5368,0,0,"Sweetie, it's be gonna okay, all right. It's a wedding, generally people focus on the bride.",Ross,Peaceful,262,4,trn,,EmoryNLP,
5369,0,0,"God I know, you're right.",Rachel,Scared,262,5,trn,,EmoryNLP,
5370,0,0,"All rightie, everybody look at me. Good. All right, its time. Bridesmaids and ushers let's see two lines, thank you.",Wedding Planner,Powerful,262,6,trn,,EmoryNLP,
5371,1,1,"Okay, I'll see you after the thing.",Rachel,Neutral,262,7,trn,"Rachel expected to reassure herself and Ross that she could handle the wedding without feeling judged, and she anticipated seeing Ross again after the ceremony to regroup and process her emotions.",EmoryNLP,5.0
5372,1,1,"Okay, good luck",Ross,Joyful,262,8,trn,Ross expected Rachel to participate in the wedding ceremony despite her concerns and hoped she would be okay during the event.,EmoryNLP,4.0
5373,0,0,"Thank you, Okay, Okay.",Rachel,Neutral,262,9,trn,,EmoryNLP,
5374,0,0,"Angela? Joey Tribiani. Listen, what are ya doing tonight. I know your seeing that guy I was thinking maybe you could bring him.....Hello? Hello?",Joey,Powerful,263,0,trn,,EmoryNLP,
5375,0,0,"Aren't you gonna answer her, that's like the tenth bing-bong message she sent. She wants to know what's wrong?",Phoebe,Powerful,263,1,trn,,EmoryNLP,
5376,0,0,What's wrong? What's wrong? You're married that's what's wrong.,Chandler,Mad,263,2,trn,,EmoryNLP,
5377,0,0,"Oh, my.",Phoebe,Powerful,263,3,trn,,EmoryNLP,
5378,0,0,What?,Chandler,Mad,263,4,trn,,EmoryNLP,
5379,1,1,She wants to meet you in person.,Phoebe,Peaceful,263,5,trn,"Phoebe expected Chandler to be surprised or confused, prompting her to clarify that the woman wants to meet him in person.",EmoryNLP,3.0
5380,1,1,"Hey, look, Phoebe I wanted to meet her in person too, okay, but she's married, she has a husband.",Chandler,Sad,263,6,trn,"Chandler expected an explanation or further clarification from Phoebe about the situation, possibly hoping for some misunderstanding or resolution that would make meeting the woman more feasible despite her being married.",EmoryNLP,4.0
5381,1,1,"What if the husband person is the wrong guy, and you are the right guy. I mean you don't get chances like this all the time, if you don't meet her now, you're gonna be kicking yourself when your 80, which is hard to do, and that's how you break a hip.",Phoebe,Sad,263,7,trn,Phoebe hoped Chandler would decide to meet the woman in person despite her being married.,EmoryNLP,5.0
5382,1,1,"Okay, I'll do it!",Chandler,Powerful,263,8,trn,"Chandler expected Phoebe to agree with his decision that meeting her would be inappropriate because she is married, and he was hoping for validation of his restraint.",EmoryNLP,6.0
5383,0,0,"Oh, yeah! Okay! Great! Go, man, go put on your shoes, and, and march out there and meet her! Oh, wait, no, no you have to take a shower, 'cause, eww. No, you know what you have to answer her, answer her first. No, no, you know what make some coffee 'cause its too much.",Phoebe,Sad,263,9,trn,,EmoryNLP,
5384,0,0,"Okay, one more, please. Come on, I'm gonna get it in this time, I will.",Monica,Joyful,264,0,trn,,EmoryNLP,
5385,0,0,"Okay, last chance. Again, I'm sorry.",Richard Burke,Neutral,264,1,trn,,EmoryNLP,
5386,1,1,"You know what, maybe I don't need to have children. You know maybe I just think I do because that is what society, and by that I mean my mom, has always convinced me that I... I do, I have to have children, I'm sorry, I just do.",Monica,Neutral,264,2,trn,Monica hoped that Richard would agree to try again for children and that this attempt would be successful.,EmoryNLP,0.0
5387,0,0,"Yo! Can I have your attention, please, Best Man, making a toast here. Thank you. I remember when Barry got home from his first date with Rachel...",Best Man,Joyful,264,3,trn,,EmoryNLP,
5388,0,0,What?!,#ALL#,Scared,264,4,trn,,EmoryNLP,
5389,1,1,"What, you hired the same band I can't use the same speech. Thank you, thank you very much. Anyway, I wish you both a wonderful life together. And Rachel...",Best Man,Neutral,264,5,trn,The Best Man was expecting to continue his speech about Barry's first date with Rachel without interruption.,EmoryNLP,3.0
5390,0,0,What.,Rachel,Neutral,264,6,trn,,EmoryNLP,
5391,0,0,"No, no, no now in all seriousness, its not a lot of women would've had the guts to come back here tonight, and even fewer, who would do it with their asses hanging out!",Best Man,Neutral,264,7,trn,,EmoryNLP,
5392,0,0,"Uh, I like to, uh, to add something to that...",Ross,Neutral,264,8,trn,,EmoryNLP,
5393,1,1,"Why are you adding, why are you adding, why are you adding, why are you adding?",Rachel,Mad,264,9,trn,Rachel was likely expecting Ross to support or agree with the Best Man's toast about her bravery for attending the event. Her repeated questioning suggests she was surprised or concerned that Ross might be adding something unnecessary or potentially embarrassing to the already uncomfortable situation.,EmoryNLP,6.0
5394,0,0,"Most of you don't know me, I'm Rachel's boyfriend.",Ross,Neutral,264,10,trn,,EmoryNLP,
5395,1,1,Oh dear God.,Rachel,Scared,264,11,trn,"Rachel was likely expecting Ross to remain silent or not to add anything further to the conversation, especially given the awkward and potentially embarrassing situation.",EmoryNLP,9.0
5396,1,1,"Ross, uh and uh, I'd just like to say that it did take a lot of courage for Rachel to come here tonight. And, uh, for the record she did not run out on Barry because she had syphilis. What are you doing I'm serious. Uh, the reason she walked out on, on Barry is simply that she didn't love him, which incidentally worked out pretty well for me Cheers.",Ross,Joyful,264,12,trn,"Ross hoped that by introducing himself as Rachel's boyfriend, it would lend credibility to his support for Rachel, perhaps shifting the focus from the embarrassing comment about her and reinforcing a positive image of her decision to attend the event.",EmoryNLP,10.0
5397,1,1,She you in the parking lot.,Rachel,Mad,264,13,trn,Rachel expected Ross to stay silent or not embarrass her further after she expressed concern with 'Oh dear God.',EmoryNLP,11.0
5398,1,1,"No, Rach!",Ross,Scared,264,14,trn,"Ross expected Rachel to appreciate his attempt to defend her and clarify the situation about her past relationship with Barry, rather than react negatively or want to leave the situation.",EmoryNLP,12.0
5399,0,0,And once again she is out of here. Okay who had 9:45? Um?,Barry Farber,Neutral,264,15,trn,,EmoryNLP,
